0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,Actor_Gender_code,Emotion_code,Emotional_intensity_code,Gender_label,Emotion_label,Intensity_label,x,y
-726.2172739054906,68.54141563833956,3.2933977020788476,12.205298587837985,5.5102782989652574,13.667407480243961,-2.9838277519797907,3.0980285088728374,-3.310813117682845,-1.564385018457477,-7.861651566882236,-2.124282425843233,2.849203613373599,-2.6678065340432204,0.9590199931069844,1.6281655580938168,-2.736688729169767,0.25424036963101027,2.675377486141955,-1.7611655778372908,01,01,01,Male,neutral,normal,2.4423855259460723,-0.006187760809255876
-719.1278141574344,70.20223548524919,1.1690720650914097,13.123214113961183,7.837617151756021,14.41195090055073,-4.1107050883035825,4.4696179369042905,-3.538730569508097,-3.6579820187357726,-7.647889243255286,-1.4764764653784623,3.0324089674239962,-2.461295486536402,0.5952913154458584,0.9789894040782797,-2.8356429226659263,0.07431789332233081,1.7597956021617187,-2.0627229100192754,01,01,01,Male,neutral,normal,2.3811194882584203,-0.16798830819865482
-714.994922582476,69.69037136459966,3.925557658926878,11.925322805528111,6.423343514476909,11.014112506479886,-2.8744553114519307,4.514385514639766,-4.470305617940996,-2.66509378755875,-7.492452319267294,-2.9551750702099673,1.8808864763103967,-2.905067539566397,0.5339528186157527,1.381325767468556,-2.3563824208068187,-2.0125360440746216,1.6097087574608102,-1.5554848187308792,01,01,01,Male,neutral,normal,2.0747454704394546,-0.35618877426080586
-759.9178163175982,75.78894768733788,6.028997074544757,14.562723576344803,6.4594312572110795,14.636640388624183,-2.999552905251515,4.62581271708037,-5.195350131980254,-0.7029617873879221,-7.786033739860782,-3.560927827458363,2.1847424393863073,-1.8288967255026003,-0.3470368663558216,0.832211644439775,-2.520893729374593,-0.6588923354381245,2.9200490606412,-1.9374350247518526,01,02,01,Male,calm,normal,2.6784362758072673,-0.721645756561342
-735.0065679048839,79.09305873528814,8.141060552087751,11.413559067424638,5.1741332362795065,15.393293298071299,-2.7520620277963874,2.964592769364061,-5.388961901357662,-1.691822338749155,-5.852823951239835,-4.043277314022694,3.0046525441074334,-1.0366047418135487,-0.06774484035713756,0.08822474768946845,-2.2095689876722076,-1.4559652930915787,2.568242511383556,-1.596300269227907,01,02,01,Male,calm,normal,2.5970018886752917,-0.6854108801783577
-710.9598693712192,67.5791955520579,5.783356389892087,13.227696660798019,6.194668125186765,12.640196934128571,-1.6620458259881041,5.663978430784075,-4.953693557458691,-3.4846692640703143,-7.417325685213453,-1.9275142494402697,2.282991262728973,-0.6077719296685588,0.171210164948817,1.3939465298985043,-2.386731867551425,-0.6575431035293923,1.7494568841142988,-0.49213307784374466,01,01,01,Male,neutral,normal,2.5186489316885234,-0.017050030809106432
-733.5248927983748,81.58986064547074,4.863357748799464,14.423688469653563,5.267688245040593,13.968561241828445,-3.0856171040557983,7.173246288240751,-4.821438736620731,-0.9674483616357333,-6.250473185987697,-3.8666399187473126,3.325519124090972,-1.6680718002245603,1.9813906130721721,0.9650247489579961,-2.970167738578956,0.9250961968570992,2.661871284112694,-2.686701999267014,01,02,01,Male,calm,normal,2.989492967371166,-0.47544887257564517
-658.3063085667721,78.06348164039618,-0.7869640746557165,10.13904032886552,8.30472524671965,12.286284197178713,-4.871698418983194,0.5241592667303269,-5.596923408022634,-3.2145637345863625,-9.875025292004144,-1.7062537899240893,3.7575343136320214,-5.973937562043678,-0.33157295497575534,2.9784529992680446,-3.021764215011842,-2.5681203572945166,3.645125866552357,-2.1180202015688976,01,03,01,Male,happy,normal,1.6616657373386736,-0.16856299031469488
-771.6237092033738,83.28297300207166,9.731564998538497,14.256759062603928,6.207426064643941,16.0324959711226,-2.833385701599255,4.489147031696803,-5.522117020817411,0.9068483525831836,-5.326784415247788,-2.9994003361697716,2.3741948762378198,0.7145116404275167,1.4366883575478242,0.011538224051416536,-2.3901122911107735,0.27902476488304645,2.3075040511883183,-1.0489573353737223,01,02,02,Male,calm,strong,3.4151001250685487,-0.5956953886895647
-728.3573650575919,82.3327912711535,7.508330707446754,12.549968764826344,6.795322108484859,14.812503712274497,-2.90320801183798,6.943790631870732,-4.838934847752298,-1.8419864730964317,-5.683294535877789,-3.6627246763167647,2.2438527778572093,-1.42039802709808,1.2220035758084753,1.12785313521976,-2.7221845293936853,0.4145976914152046,2.78169441155068,-1.694761554249276,01,02,01,Male,calm,normal,3.0362350405685605,-0.4159601955457735
